"ORDER   ","WAL-MART STORES, INC.","919183560","7953090889","0","       0","20120416","550098967","735946004279","            10.05","1","EA","0078742003429","0007"," "," "," ","  "," ","48","        ","","","","","","","","","","","","","","","","","","","","","","","","","","",
"ORDER   ","WAL-MART STORES, INC.","919183560","7953090889","0","       0","20120416","550098967","735946004279","            10.05","1","EA","0078742005447","0007"," "," "," ","  "," ","24","        ","","","","","","","","","","","","","","","","","","","","","","","","","","",
"ORDER   ","WAL-MART STORES, INC.","919183560","7953090889","0","       0","20120416","550098967","735946004279","            10.05","1","EA","0078742005829","0007"," "," "," ","  "," ","48","        ","","","","","","","","","","","","","","","","","","","","","","","","","","",
"ORDER   ","WAL-MART STORES, INC.","919183560","7953090889","0","       0","20120416","550098967","735946004279","            10.05","1","EA","0078742006215","0007"," "," "," ","  "," ","24","        ","","","","","","","","","","","","","","","","","","","","","","","","","","",
"ORDER   ","WAL-MART STORES, INC.","919183560","7953090889","0","       0","20120416","550098967","735946004279","            10.05","1","EA","0078742006291","0007"," "," "," ","  "," ","48","        ","","","","","","","","","","","","","","","","","","","","","","","","","","",
"ORDER   ","WAL-MART STORES, INC.","919183560","7953090889","0","       0","20120416","550098967","735946004279","            10.05","1","EA","0078742007328","0007"," "," "," ","  "," ","48","        ","","","","","","","","","","","","","","","","","","","","","","","","","","",
"ORDER   ","WAL-MART STORES, INC.","919183560","7953090889","0","       0","20120416","550098967","735946004279","            10.05","1","EA","0078742007533","0007"," "," "," ","  "," ","24","        ","","","","","","","","","","","","","","","","","","","","","","","","","","",
"ORDER   ","WAL-MART STORES, INC.","919183560","7953090889","0","       0","20120416","550098967","735946004279","            10.05","1","EA","0078742007557","0007"," "," "," ","  "," ","24","        ","","","","","","","","","","","","","","","","","","","","","","","","","","",
"ORDER   ","WAL-MART STORES, INC.","919183560","7953090889","0","       0","20120416","550098967","735946004279","            10.05","1","EA","0078742007632","0007"," "," "," ","  "," ","24","        ","","","","","","","","","","","","","","","","","","","","","","","","","","",
"ORDER   ","WAL-MART STORES, INC.","919183560","7953090889","0","       0","20120416","550098967","735946004279","            10.05","1","EA","0078742007694","0007"," "," "," ","  "," ","24","        ","","","","","","","","","","","","","","","","","","","","","","","","","","",
"ORDER   ","WAL-MART STORES, INC.","919183560","7953090889","0","       0","20120416","550098967","735946004279","            10.05","1","EA","0078742007762","0007"," "," "," ","  "," ","24","        ","","","","","","","","","","","","","","","","","","","","","","","","","","",
"ORDER   ","WAL-MART STORES, INC.","919183560","7953090889","0","       0","20120416","550098967","735946004279","            10.05","1","EA","0078742007892","0007"," "," "," ","  "," ","24","        ","","","","","","","","","","","","","","","","","","","","","","","","","","",
