"SCANPO","","T00000040","962120131022","                 0","        ","20131022","002388103"," ","            10.29","1","EA","9621"," "," "," "," ","  "," ","-4","        ","","","","","","","","","","","","","","","","","","","","","","","","","","",
"SCANPO","","T00000040","957120131023","                 0","        ","20131023","002388103"," ","             7.71","1","EA","9571"," "," "," "," ","  "," ","2","        ","","","","","","","","","","","","","","","","","","","","","","","","","","",
"SCANPO","","T00000040","370320131023","                 0","        ","20131023","002388103"," ","            10.29","1","EA","3703"," "," "," "," ","  "," ","8","        ","","","","","","","","","","","","","","","","","","","","","","","","","","",
"SCANPO","","T00000040","310320131023","                 0","        ","20131023","002904411"," ","              1.1","1","EA","3103"," "," "," "," ","  "," ","1","        ","","","","","","","","","","","","","","","","","","","","","","","","","","",
"SCANPO","","T00000040","437720131023","                 0","        ","20131023","002904411"," ","              1.1","1","EA","4377"," "," "," "," ","  "," ","1","        ","","","","","","","","","","","","","","","","","","","","","","","","","","",
"SCANPO","","T00000040","471920131023","                 0","        ","20131023","002904411"," ","              1.1","1","EA","4719"," "," "," "," ","  "," ","1","        ","","","","","","","","","","","","","","","","","","","","","","","","","","",
"SCANPO","","T00000040","771920131023","                 0","        ","20131023","004703011"," ","              5.5","1","EA","7719"," "," "," "," ","  "," ","2","        ","","","","","","","","","","","","","","","","","","","","","","","","","","",
"SCANPO","","T00000040","308420131023","                 0","        ","20131023","078857911"," ","              3.6","1","EA","3084"," "," "," "," ","  "," ","1","        ","","","","","","","","","","","","","","","","","","","","","","","","","","",
"SCANPO","","T00000040","364620131023","                 0","        ","20131023","097065711"," ","             7.17","1","EA","3646"," "," "," "," ","  "," ","1","        ","","","","","","","","","","","","","","","","","","","","","","","","","","",
"SCANPO","","T00000040","310320131023","                 0","        ","20131023","097096111"," ","              1.1","1","EA","3103"," "," "," "," ","  "," ","1","        ","","","","","","","","","","","","","","","","","","","","","","","","","","",
"SCANPO","","T00000040","364620131023","                 0","        ","20131023","097096111"," ","              1.1","1","EA","3646"," "," "," "," ","  "," ","8","        ","","","","","","","","","","","","","","","","","","","","","","","","","","",
"SCANPO","","T00000040","409320131023","                 0","        ","20131023","097096111"," ","              1.1","1","EA","4093"," "," "," "," ","  "," ","1","        ","","","","","","","","","","","","","","","","","","","","","","","","","","",
