Document #,Store#,PO#,PO Date,Address1,City,State,Zip,Vendor #,Ship Date,Qty Sold,Unit of Measurement,Unit Price,UPC,Description,Document Total
107648,00027,POTest_107648_00027,20100503,9438 US HWY 16,ONALASKA,WI,54650-0219,10301,20100415,1,EA,10.5,726404015012,1.5 Gallon Hydrangea (8"),820.65
107648,00027,POTest_107648_00027,20100503,9438 US HWY 16,ONALASKA,WI,54650-0219,10301,20100415,1,EA,10.5,726404015036,1.5 Gallon Hydrangea (8"),820.65
107648,00027,POTest_107648_00027,20100503,9438 US HWY 16,ONALASKA,WI,54650-0219,10301,20100417,1,EA,25.75,726404050037,5 Gallon Fruit Tree,820.65
107648,00027,POTest_107648_00027,20100503,9438 US HWY 16,ONALASKA,WI,54650-0219,10301,20100417,2,EA,25.75,726404050297,5 Gallon Fruit Tree,820.65
107648,00027,POTest_107648_00027,20100503,9438 US HWY 16,ONALASKA,WI,54650-0219,10301,20100415,2,EA,25.75,726404050334,5 Gallon Fruit Tree,820.65
107648,00027,POTest_107648_00027,20100503,9438 US HWY 16,ONALASKA,WI,54650-0219,10301,20100417,1,EA,25.75,726404050396,5 Gallon Fruit Tree,820.65
107648,00027,POTest_107648_00027,20100503,9438 US HWY 16,ONALASKA,WI,54650-0219,10301,20100415,1,EA,46.5,726404070042,7 & 10 Gallon Trees,820.65
107648,00027,POTest_107648_00027,20100503,9438 US HWY 16,ONALASKA,WI,54650-0219,10301,20100415,46,EA,1.1,726404290006,1204 Annual /12ct tray,820.65
107648,00027,POTest_107648_00027,20100503,9438 US HWY 16,ONALASKA,WI,54650-0219,10301,20100415,25,EA,1.1,726404290013,1204 Vegetable /12ct tray,820.65
107648,00027,POTest_107648_00027,20100503,9438 US HWY 16,ONALASKA,WI,54650-0219,10301,20100416,11,EA,1.1,726404290105,1204 Peppers /12ct tray,820.65
107648,00027,POTest_107648_00027,20100503,9438 US HWY 16,ONALASKA,WI,54650-0219,10301,20100416,9,EA,1.1,726404290204,1204 Tomatoes /12ct tray,820.65
107648,00027,POTest_107648_00027,20100503,9438 US HWY 16,ONALASKA,WI,54650-0219,10301,20100417,2,EA,7.5,726404300156,Mini Flat,820.65
107648,00027,POTest_107648_00027,20100503,9438 US HWY 16,ONALASKA,WI,54650-0219,10301,20100416,2,EA,1.6,726404350427,3 1/2" Specialties /12ct,820.65
107648,00027,POTest_107648_00027,20100503,9438 US HWY 16,ONALASKA,WI,54650-0219,10301,20100416,18,EA,1.25,726404382008,3 1/2" Tomatoes /12ct tray,820.65
107648,00027,POTest_107648_00027,20100503,9438 US HWY 16,ONALASKA,WI,54650-0219,10301,20100417,1,EA,5.5,726404383029,306 Strawberry /3ct tray,820.65
107648,00027,POTest_107648_00027,20100503,9438 US HWY 16,ONALASKA,WI,54650-0219,10301,20100415,1,EA,9.75,726404750005,10" Green Basket,820.65
107648,00027,POTest_107648_00027,20100503,9438 US HWY 16,ONALASKA,WI,54650-0219,10301,20100417,4,EA,7,726404790001,10" Basket White,820.65
107648,00027,POTest_107648_00027,20100503,9438 US HWY 16,ONALASKA,WI,54650-0219,10301,20100416,6,EA,7,726404873001,10" Bowl,820.65
107648,00027,POTest_107648_00027,20100503,9438 US HWY 16,ONALASKA,WI,54650-0219,10301,20100417,4,EA,8,726404922044,Gallon Per--Lilies/Grasses,820.65
107648,00027,POTest_107648_00027,20100503,9438 US HWY 16,ONALASKA,WI,54650-0219,10301,20100415,10,EA,3.25,726404926004,Quart Perennial /10ct tray,820.65
107648,00027,POTest_107648_00027,20100503,9438 US HWY 16,ONALASKA,WI,54650-0219,10301,20100416,2,EA,13.2,726404987128,1204 Annual /12ct tray,820.65
107993,00028,POTest_107993_00028,20100503,1100 SOUTH BOULEVARD,BARABOO,WI,53913-0470,10301,20100416,1,EA,6.75,726404010062,1 Gallon Shrub,2529.15
107993,00028,POTest_107993_00028,20100503,1100 SOUTH BOULEVARD,BARABOO,WI,53913-0470,10301,20100415,1,EA,6.75,726404010109,1 Gallon Shrub,2529.15
107993,00028,POTest_107993_00028,20100503,1100 SOUTH BOULEVARD,BARABOO,WI,53913-0470,10301,20100415,2,EA,6.75,726404010215,1 Gallon Shrub,2529.15
107993,00028,POTest_107993_00028,20100503,1100 SOUTH BOULEVARD,BARABOO,WI,53913-0470,10301,20100417,3,EA,6.75,726404010222,1 Gallon Shrub,2529.15
107993,00028,POTest_107993_00028,20100503,1100 SOUTH BOULEVARD,BARABOO,WI,53913-0470,10301,20100417,1,EA,6.5,726404010536,Small Fruits--Berries etc.,2529.15
107993,00028,POTest_107993_00028,20100503,1100 SOUTH BOULEVARD,BARABOO,WI,53913-0470,10301,20100417,1,EA,9.5,726404010666,Small Fruits--Berries etc.,2529.15
107993,00028,POTest_107993_00028,20100503,1100 SOUTH BOULEVARD,BARABOO,WI,53913-0470,10301,20100417,1,EA,9.5,726404010673,Small Fruits--Berries etc.,2529.15
107993,00028,POTest_107993_00028,20100503,1100 SOUTH BOULEVARD,BARABOO,WI,53913-0470,10301,20100411,11,EA,9.5,726404010680,Small Fruits--Berries etc.,2529.15
107993,00028,POTest_107993_00028,20100503,1100 SOUTH BOULEVARD,BARABOO,WI,53913-0470,10301,20100417,1,EA,9.5,726404010703,Small Fruits--Berries etc.,2529.15
107993,00028,POTest_107993_00028,20100503,1100 SOUTH BOULEVARD,BARABOO,WI,53913-0470,10301,20100417,2,EA,9.5,726404010710,Small Fruits--Berries etc.,2529.15
107993,00028,POTest_107993_00028,20100503,1100 SOUTH BOULEVARD,BARABOO,WI,53913-0470,10301,20100417,1,EA,9.5,726404010727,Small Fruits--Berries etc.,2529.15
107993,00028,POTest_107993_00028,20100503,1100 SOUTH BOULEVARD,BARABOO,WI,53913-0470,10301,20100415,1,EA,6.5,726404010789,Small Fruits--Berries etc.,2529.15
107993,00028,POTest_107993_00028,20100503,1100 SOUTH BOULEVARD,BARABOO,WI,53913-0470,10301,20100411,3,EA,6.5,726404010796,Small Fruits--Berries etc.,2529.15
107993,00028,POTest_107993_00028,20100503,1100 SOUTH BOULEVARD,BARABOO,WI,53913-0470,10301,20100417,2,EA,6.5,726404010802,Small Fruits--Berries etc.,2529.15
107993,00028,POTest_107993_00028,20100503,1100 SOUTH BOULEVARD,BARABOO,WI,53913-0470,10301,20100411,6,EA,6.5,726404010819,Small Fruits--Berries etc.,2529.15
107993,00028,POTest_107993_00028,20100503,1100 SOUTH BOULEVARD,BARABOO,WI,53913-0470,10301,20100416,1,EA,8.15,726404011021,1 Gallon Shrub,2529.15
107993,00028,POTest_107993_00028,20100503,1100 SOUTH BOULEVARD,BARABOO,WI,53913-0470,10301,20100415,2,EA,8.15,726404011052,1 Gallon Shrub,2529.15
107993,00028,POTest_107993_00028,20100503,1100 SOUTH BOULEVARD,BARABOO,WI,53913-0470,10301,20100416,1,EA,8.15,726404011083,1 Gallon Shrub,2529.15
107993,00028,POTest_107993_00028,20100503,1100 SOUTH BOULEVARD,BARABOO,WI,53913-0470,10301,20100411,1,EA,8.15,726404011106,1 Gallon Shrub,2529.15
107993,00028,POTest_107993_00028,20100503,1100 SOUTH BOULEVARD,BARABOO,WI,53913-0470,10301,20100416,1,EA,8.15,726404011120,1 Gallon Shrub,2529.15
107993,00028,POTest_107993_00028,20100503,1100 SOUTH BOULEVARD,BARABOO,WI,53913-0470,10301,20100411,3,EA,6.75,726404011144,1 Gallon Shrub,2529.15
107993,00028,POTest_107993_00028,20100503,1100 SOUTH BOULEVARD,BARABOO,WI,53913-0470,10301,20100412,4,EA,8.15,726404011205,1 Gallon Shrub,2529.15
107993,00028,POTest_107993_00028,20100503,1100 SOUTH BOULEVARD,BARABOO,WI,53913-0470,10301,20100417,4,EA,6.75,726404011212,1 Gallon Shrub,2529.15
107993,00028,POTest_107993_00028,20100503,1100 SOUTH BOULEVARD,BARABOO,WI,53913-0470,10301,20100415,2,EA,8.15,726404011380,1 Gallon Shrub,2529.15
107993,00028,POTest_107993_00028,20100503,1100 SOUTH BOULEVARD,BARABOO,WI,53913-0470,10301,20100411,1,EA,8.15,726404011397,1 Gallon Shrub,2529.15
107993,00028,POTest_107993_00028,20100503,1100 SOUTH BOULEVARD,BARABOO,WI,53913-0470,10301,20100412,7,EA,8.15,726404011519,1 Gallon Shrub,2529.15
107993,00028,POTest_107993_00028,20100503,1100 SOUTH BOULEVARD,BARABOO,WI,53913-0470,10301,20100411,11,EA,8.15,726404011649,1 Gallon Shrub,2529.15
107993,00028,POTest_107993_00028,20100503,1100 SOUTH BOULEVARD,BARABOO,WI,53913-0470,10301,20100411,1,EA,8.15,726404011762,1 Gallon Shrub,2529.15
107993,00028,POTest_107993_00028,20100503,1100 SOUTH BOULEVARD,BARABOO,WI,53913-0470,10301,20100417,1,EA,6.75,726404011816,1 Gallon Shrub,2529.15
107993,00028,POTest_107993_00028,20100503,1100 SOUTH BOULEVARD,BARABOO,WI,53913-0470,10301,20100411,4,EA,6.75,726404011861,1 Gallon Shrub,2529.15
107993,00028,POTest_107993_00028,20100503,1100 SOUTH BOULEVARD,BARABOO,WI,53913-0470,10301,20100411,2,EA,8.15,726404011953,1 Gallon Vine,2529.15
107993,00028,POTest_107993_00028,20100503,1100 SOUTH BOULEVARD,BARABOO,WI,53913-0470,10301,20100416,2,EA,7.5,726404012400,1 Gallon Rose,2529.15
107993,00028,POTest_107993_00028,20100503,1100 SOUTH BOULEVARD,BARABOO,WI,53913-0470,10301,20100412,3,EA,8.15,726404012530,1 Gallon Shrub,2529.15
107993,00028,POTest_107993_00028,20100503,1100 SOUTH BOULEVARD,BARABOO,WI,53913-0470,10301,20100411,1,EA,7.5,726404012622,1 Gallon Rose,2529.15
107993,00028,POTest_107993_00028,20100503,1100 SOUTH BOULEVARD,BARABOO,WI,53913-0470,10301,20100411,4,EA,7.25,726404012783,1 Gallon Evergreen,2529.15
107993,00028,POTest_107993_00028,20100503,1100 SOUTH BOULEVARD,BARABOO,WI,53913-0470,10301,20100417,1,EA,6.5,726404012899,Small Fruits--Berries etc.,2529.15
107993,00028,POTest_107993_00028,20100503,1100 SOUTH BOULEVARD,BARABOO,WI,53913-0470,10301,20100416,2,EA,6.5,726404013001,Small Fruits--Berries etc.,2529.15
107993,00028,POTest_107993_00028,20100503,1100 SOUTH BOULEVARD,BARABOO,WI,53913-0470,10301,20100413,4,EA,6.75,726404013032,1 Gallon Shrub,2529.15
107993,00028,POTest_107993_00028,20100503,1100 SOUTH BOULEVARD,BARABOO,WI,53913-0470,10301,20100413,3,EA,6.75,726404013124,1 Gallon Shrub,2529.15
107993,00028,POTest_107993_00028,20100503,1100 SOUTH BOULEVARD,BARABOO,WI,53913-0470,10301,20100417,2,EA,8.15,726404013131,1 Gallon Vine,2529.15
107993,00028,POTest_107993_00028,20100503,1100 SOUTH BOULEVARD,BARABOO,WI,53913-0470,10301,20100412,6,EA,10.5,726404015012,1.5 Gallon Hydrangea (8"),2529.15
107993,00028,POTest_107993_00028,20100503,1100 SOUTH BOULEVARD,BARABOO,WI,53913-0470,10301,20100412,1,EA,10.5,726404015036,1.5 Gallon Hydrangea (8"),2529.15
107993,00028,POTest_107993_00028,20100503,1100 SOUTH BOULEVARD,BARABOO,WI,53913-0470,10301,20100413,4,EA,17,726404030008,3 Gallon Shrub,2529.15
107993,00028,POTest_107993_00028,20100503,1100 SOUTH BOULEVARD,BARABOO,WI,53913-0470,10301,20100415,1,EA,17,726404030084,3 Gallon Shrub,2529.15
107993,00028,POTest_107993_00028,20100503,1100 SOUTH BOULEVARD,BARABOO,WI,53913-0470,10301,20100417,1,EA,17,726404030091,3 Gallon Shrub,2529.15
107993,00028,POTest_107993_00028,20100503,1100 SOUTH BOULEVARD,BARABOO,WI,53913-0470,10301,20100416,2,EA,10,726404030299,3 Gallon Shrub,2529.15
107993,00028,POTest_107993_00028,20100503,1100 SOUTH BOULEVARD,BARABOO,WI,53913-0470,10301,20100417,2,EA,25.75,726404050297,5 Gallon Fruit Tree,2529.15
107993,00028,POTest_107993_00028,20100503,1100 SOUTH BOULEVARD,BARABOO,WI,53913-0470,10301,20100417,1,EA,25.75,726404050464,5 Gallon Fruit Tree,2529.15
107993,00028,POTest_107993_00028,20100503,1100 SOUTH BOULEVARD,BARABOO,WI,53913-0470,10301,20100416,1,EA,38,726404050556,5 Gallon Tree,2529.15
107993,00028,POTest_107993_00028,20100503,1100 SOUTH BOULEVARD,BARABOO,WI,53913-0470,10301,20100415,2,EA,22,726404050907,5 Gallon Evergreen,2529.15
107993,00028,POTest_107993_00028,20100503,1100 SOUTH BOULEVARD,BARABOO,WI,53913-0470,10301,20100415,1,EA,20.5,726404050983,5 Gallon Shrub,2529.15
107993,00028,POTest_107993_00028,20100503,1100 SOUTH BOULEVARD,BARABOO,WI,53913-0470,10301,20100411,5,EA,20.5,726404051027,5 Gallon Shrub,2529.15
107993,00028,POTest_107993_00028,20100503,1100 SOUTH BOULEVARD,BARABOO,WI,53913-0470,10301,20100417,1,EA,27.5,726404051140,5 Gallon Shrub,2529.15
107993,00028,POTest_107993_00028,20100503,1100 SOUTH BOULEVARD,BARABOO,WI,53913-0470,10301,20100417,1,EA,38,726404051386,Ornamental Trees,2529.15
107993,00028,POTest_107993_00028,20100503,1100 SOUTH BOULEVARD,BARABOO,WI,53913-0470,10301,20100412,1,EA,27.5,726404051515,5 Gallon Shrub,2529.15
107993,00028,POTest_107993_00028,20100503,1100 SOUTH BOULEVARD,BARABOO,WI,53913-0470,10301,20100413,1,EA,38,726404051829,5 Gallon Tree,2529.15
107993,00028,POTest_107993_00028,20100503,1100 SOUTH BOULEVARD,BARABOO,WI,53913-0470,10301,20100417,1,EA,46.5,726404070042,7 & 10 Gallon Trees,2529.15
107993,00028,POTest_107993_00028,20100503,1100 SOUTH BOULEVARD,BARABOO,WI,53913-0470,10301,20100417,1,EA,46.5,726404070103,Ornamental Trees,2529.15
107993,00028,POTest_107993_00028,20100503,1100 SOUTH BOULEVARD,BARABOO,WI,53913-0470,10301,20100417,1,EA,46.5,726404070325,7 & 10 Gallon Trees,2529.15
107993,00028,POTest_107993_00028,20100503,1100 SOUTH BOULEVARD,BARABOO,WI,53913-0470,10301,20100415,90,EA,1.1,726404290006,1204 Annual /12ct tray,2529.15
107993,00028,POTest_107993_00028,20100503,1100 SOUTH BOULEVARD,BARABOO,WI,53913-0470,10301,20100415,28,EA,1.1,726404290013,1204 Vegetable /12ct tray,2529.15
107993,00028,POTest_107993_00028,20100503,1100 SOUTH BOULEVARD,BARABOO,WI,53913-0470,10301,20100415,20,EA,1.1,726404290105,1204 Peppers /12ct tray,2529.15
107993,00028,POTest_107993_00028,20100503,1100 SOUTH BOULEVARD,BARABOO,WI,53913-0470,10301,20100415,30,EA,1.1,726404290204,1204 Tomatoes /12ct tray,2529.15
107993,00028,POTest_107993_00028,20100503,1100 SOUTH BOULEVARD,BARABOO,WI,53913-0470,10301,20100416,2,EA,7.5,726404300156,Mini Flat,2529.15
107993,00028,POTest_107993_00028,20100503,1100 SOUTH BOULEVARD,BARABOO,WI,53913-0470,10301,20100415,28,EA,1.25,726404382008,3 1/2" Tomatoes /12ct tray,2529.15
107993,00028,POTest_107993_00028,20100503,1100 SOUTH BOULEVARD,BARABOO,WI,53913-0470,10301,20100416,13,EA,5.5,726404383029,306 Strawberry /3ct tray,2529.15
107993,00028,POTest_107993_00028,20100503,1100 SOUTH BOULEVARD,BARABOO,WI,53913-0470,10301,20100415,2,EA,7,726404790001,10" Basket White,2529.15
107993,00028,POTest_107993_00028,20100503,1100 SOUTH BOULEVARD,BARABOO,WI,53913-0470,10301,20100417,3,EA,7,726404873001,10" Bowl,2529.15
107993,00028,POTest_107993_00028,20100503,1100 SOUTH BOULEVARD,BARABOO,WI,53913-0470,10301,20100415,47,EA,8,726404922044,Gallon Per--Lilies/Grasses,2529.15
107993,00028,POTest_107993_00028,20100503,1100 SOUTH BOULEVARD,BARABOO,WI,53913-0470,10301,20100415,17,EA,3.25,726404926004,Quart Perennial /10ct tray,2529.15
107993,00028,POTest_107993_00028,20100503,1100 SOUTH BOULEVARD,BARABOO,WI,53913-0470,10301,20100415,15,EA,13.2,726404987128,1204 Annual /12ct tray,2529.15
108028,00029,POTest_108028_00029,20100503,501 WEST RAWSON AVE.,OAK CREEK,WI,53154-0265,10301,20100417,6,EA,6.5,726404010819,Small Fruits--Berries etc.,613.85
108028,00029,POTest_108028_00029,20100503,501 WEST RAWSON AVE.,OAK CREEK,WI,53154-0265,10301,20100417,3,EA,8.15,726404011205,1 Gallon Shrub,613.85
108028,00029,POTest_108028_00029,20100503,501 WEST RAWSON AVE.,OAK CREEK,WI,53154-0265,10301,20100417,2,EA,8.15,726404011397,1 Gallon Shrub,613.85
108028,00029,POTest_108028_00029,20100503,501 WEST RAWSON AVE.,OAK CREEK,WI,53154-0265,10301,20100417,1,EA,8.15,726404011410,1 Gallon Shrub,613.85
108028,00029,POTest_108028_00029,20100503,501 WEST RAWSON AVE.,OAK CREEK,WI,53154-0265,10301,20100417,1,EA,25.75,726404050037,5 Gallon Fruit Tree,613.85
108028,00029,POTest_108028_00029,20100503,501 WEST RAWSON AVE.,OAK CREEK,WI,53154-0265,10301,20100417,1,EA,25.75,726404050747,5 Gallon Fruit Tree,613.85
108028,00029,POTest_108028_00029,20100503,501 WEST RAWSON AVE.,OAK CREEK,WI,53154-0265,10301,20100416,1,EA,25.75,726404050815,5 Gallon Fruit Tree,613.85
108028,00029,POTest_108028_00029,20100503,501 WEST RAWSON AVE.,OAK CREEK,WI,53154-0265,10301,20100417,1,EA,25.75,726404051430,5 Gallon Fruit Tree,613.85
108028,00029,POTest_108028_00029,20100503,501 WEST RAWSON AVE.,OAK CREEK,WI,53154-0265,10301,20100415,55,EA,1.1,726404290006,1204 Annual /12ct tray,613.85
108028,00029,POTest_108028_00029,20100503,501 WEST RAWSON AVE.,OAK CREEK,WI,53154-0265,10301,20100415,33,EA,1.1,726404290013,1204 Vegetable /12ct tray,613.85
108028,00029,POTest_108028_00029,20100503,501 WEST RAWSON AVE.,OAK CREEK,WI,53154-0265,10301,20100415,14,EA,1.1,726404290105,1204 Peppers /12ct tray,613.85
108028,00029,POTest_108028_00029,20100503,501 WEST RAWSON AVE.,OAK CREEK,WI,53154-0265,10301,20100415,22,EA,1.1,726404290204,1204 Tomatoes /12ct tray,613.85
108028,00029,POTest_108028_00029,20100503,501 WEST RAWSON AVE.,OAK CREEK,WI,53154-0265,10301,20100415,20,EA,1.25,726404382008,3 1/2" Tomatoes /12ct tray,613.85
108028,00029,POTest_108028_00029,20100503,501 WEST RAWSON AVE.,OAK CREEK,WI,53154-0265,10301,20100416,2,EA,5.5,726404383029,306 Strawberry /3ct tray,613.85
108028,00029,POTest_108028_00029,20100503,501 WEST RAWSON AVE.,OAK CREEK,WI,53154-0265,10301,20100417,1,EA,9.75,726404750005,10" Green Basket,613.85
108028,00029,POTest_108028_00029,20100503,501 WEST RAWSON AVE.,OAK CREEK,WI,53154-0265,10301,20100417,5,EA,7,726404790001,10" Basket White,613.85
108028,00029,POTest_108028_00029,20100503,501 WEST RAWSON AVE.,OAK CREEK,WI,53154-0265,10301,20100417,4,EA,7,726404873001,10" Bowl,613.85
108028,00029,POTest_108028_00029,20100503,501 WEST RAWSON AVE.,OAK CREEK,WI,53154-0265,10301,20100417,14,EA,8,726404922044,Gallon Per--Lilies/Grasses,613.85
108028,00029,POTest_108028_00029,20100503,501 WEST RAWSON AVE.,OAK CREEK,WI,53154-0265,10301,20100416,4,EA,3.25,726404926004,Quart Perennial /10ct tray,613.85
108028,00029,POTest_108028_00029,20100503,501 WEST RAWSON AVE.,OAK CREEK,WI,53154-0265,10301,20100414,4,EA,13.2,726404987128,1204 Annual /12ct tray,613.85
107591,00030,POTest_107591_00030,20100503,5900 JOHN DEERE RD.,MOLINE,IL,61265,10301,20100414,3,EA,6.75,726404010178,1 Gallon Shrub,2301.35
107591,00030,POTest_107591_00030,20100503,5900 JOHN DEERE RD.,MOLINE,IL,61265,10301,20100417,1,EA,9.5,726404010680,Small Fruits--Berries etc.,2301.35
107591,00030,POTest_107591_00030,20100503,5900 JOHN DEERE RD.,MOLINE,IL,61265,10301,20100417,5,EA,6.5,726404010796,Small Fruits--Berries etc.,2301.35
107591,00030,POTest_107591_00030,20100503,5900 JOHN DEERE RD.,MOLINE,IL,61265,10301,20100415,2,EA,6.5,726404010802,Small Fruits--Berries etc.,2301.35
107591,00030,POTest_107591_00030,20100503,5900 JOHN DEERE RD.,MOLINE,IL,61265,10301,20100415,13,EA,6.5,726404010819,Small Fruits--Berries etc.,2301.35
107591,00030,POTest_107591_00030,20100503,5900 JOHN DEERE RD.,MOLINE,IL,61265,10301,20100416,1,EA,8.15,726404011083,1 Gallon Shrub,2301.35
107591,00030,POTest_107591_00030,20100503,5900 JOHN DEERE RD.,MOLINE,IL,61265,10301,20100417,1,EA,8.15,726404011410,1 Gallon Shrub,2301.35
107591,00030,POTest_107591_00030,20100503,5900 JOHN DEERE RD.,MOLINE,IL,61265,10301,20100414,8,EA,8.15,726404011649,1 Gallon Shrub,2301.35
107591,00030,POTest_107591_00030,20100503,5900 JOHN DEERE RD.,MOLINE,IL,61265,10301,20100417,1,EA,6.75,726404011861,1 Gallon Shrub,2301.35
107591,00030,POTest_107591_00030,20100503,5900 JOHN DEERE RD.,MOLINE,IL,61265,10301,20100416,1,EA,8.15,726404011953,1 Gallon Vine,2301.35
107591,00030,POTest_107591_00030,20100503,5900 JOHN DEERE RD.,MOLINE,IL,61265,10301,20100417,1,EA,7.5,726404012356,1 Gallon Rose,2301.35
107591,00030,POTest_107591_00030,20100503,5900 JOHN DEERE RD.,MOLINE,IL,61265,10301,20100417,1,EA,7.5,726404012363,1 Gallon Rose,2301.35
107591,00030,POTest_107591_00030,20100503,5900 JOHN DEERE RD.,MOLINE,IL,61265,10301,20100416,1,EA,7.5,726404012400,1 Gallon Rose,2301.35
107591,00030,POTest_107591_00030,20100503,5900 JOHN DEERE RD.,MOLINE,IL,61265,10301,20100417,1,EA,7.5,726404012622,1 Gallon Rose,2301.35
107591,00030,POTest_107591_00030,20100503,5900 JOHN DEERE RD.,MOLINE,IL,61265,10301,20100415,5,EA,7.25,726404012783,1 Gallon Evergreen,2301.35
107591,00030,POTest_107591_00030,20100503,5900 JOHN DEERE RD.,MOLINE,IL,61265,10301,20100414,1,EA,10.5,726404015012,1.5 Gallon Hydrangea (8"),2301.35
107591,00030,POTest_107591_00030,20100503,5900 JOHN DEERE RD.,MOLINE,IL,61265,10301,20100416,1,EA,17,726404030008,3 Gallon Shrub,2301.35
107591,00030,POTest_107591_00030,20100503,5900 JOHN DEERE RD.,MOLINE,IL,61265,10301,20100415,3,EA,17,726404030138,3 Gallon Shrub,2301.35
107591,00030,POTest_107591_00030,20100503,5900 JOHN DEERE RD.,MOLINE,IL,61265,10301,20100414,4,EA,10,726404030299,3 Gallon Shrub,2301.35
107591,00030,POTest_107591_00030,20100503,5900 JOHN DEERE RD.,MOLINE,IL,61265,10301,20100411,2,EA,17,726404030770,3 Gallon Shrub,2301.35
107591,00030,POTest_107591_00030,20100503,5900 JOHN DEERE RD.,MOLINE,IL,61265,10301,20100412,1,EA,38,726404030862,Ornamental Trees,2301.35
107591,00030,POTest_107591_00030,20100503,5900 JOHN DEERE RD.,MOLINE,IL,61265,10301,20100415,1,EA,25.75,726404050037,5 Gallon Fruit Tree,2301.35
107591,00030,POTest_107591_00030,20100503,5900 JOHN DEERE RD.,MOLINE,IL,61265,10301,20100416,5,EA,25.75,726404050297,5 Gallon Fruit Tree,2301.35
107591,00030,POTest_107591_00030,20100503,5900 JOHN DEERE RD.,MOLINE,IL,61265,10301,20100415,1,EA,25.75,726404050396,5 Gallon Fruit Tree,2301.35
107591,00030,POTest_107591_00030,20100503,5900 JOHN DEERE RD.,MOLINE,IL,61265,10301,20100415,2,EA,25.75,726404050747,5 Gallon Fruit Tree,2301.35
107591,00030,POTest_107591_00030,20100503,5900 JOHN DEERE RD.,MOLINE,IL,61265,10301,20100417,4,EA,38,726404050843,5 Gallon Tree,2301.35
107591,00030,POTest_107591_00030,20100503,5900 JOHN DEERE RD.,MOLINE,IL,61265,10301,20100417,1,EA,38,726404051393,5 Gallon Tree,2301.35
107591,00030,POTest_107591_00030,20100503,5900 JOHN DEERE RD.,MOLINE,IL,61265,10301,20100416,1,EA,27.5,726404051515,5 Gallon Shrub,2301.35
107591,00030,POTest_107591_00030,20100503,5900 JOHN DEERE RD.,MOLINE,IL,61265,10301,20100415,1,EA,38,726404051829,5 Gallon Tree,2301.35
107591,00030,POTest_107591_00030,20100503,5900 JOHN DEERE RD.,MOLINE,IL,61265,10301,20100414,259,EA,1.1,726404290006,1204 Annual /12ct tray,2301.35
107591,00030,POTest_107591_00030,20100503,5900 JOHN DEERE RD.,MOLINE,IL,61265,10301,20100414,44,EA,1.1,726404290013,1204 Vegetable /12ct tray,2301.35
107591,00030,POTest_107591_00030,20100503,5900 JOHN DEERE RD.,MOLINE,IL,61265,10301,20100414,33,EA,1.1,726404290105,1204 Peppers /12ct tray,2301.35
107591,00030,POTest_107591_00030,20100503,5900 JOHN DEERE RD.,MOLINE,IL,61265,10301,20100414,71,EA,1.1,726404290204,1204 Tomatoes /12ct tray,2301.35
107591,00030,POTest_107591_00030,20100503,5900 JOHN DEERE RD.,MOLINE,IL,61265,10301,20100415,9,EA,7.5,726404300156,Mini Flat,2301.35
107591,00030,POTest_107591_00030,20100503,5900 JOHN DEERE RD.,MOLINE,IL,61265,10301,20100415,9,EA,1.6,726404350427,3 1/2" Specialties /12ct,2301.35
107591,00030,POTest_107591_00030,20100503,5900 JOHN DEERE RD.,MOLINE,IL,61265,10301,20100414,49,EA,1.25,726404381001,3 1/2" Peppers /12ct tray,2301.35
107591,00030,POTest_107591_00030,20100503,5900 JOHN DEERE RD.,MOLINE,IL,61265,10301,20100414,68,EA,1.25,726404382008,3 1/2" Tomatoes /12ct tray,2301.35
107591,00030,POTest_107591_00030,20100503,5900 JOHN DEERE RD.,MOLINE,IL,61265,10301,20100415,9,EA,5.5,726404383029,306 Strawberry /3ct tray,2301.35
107591,00030,POTest_107591_00030,20100503,5900 JOHN DEERE RD.,MOLINE,IL,61265,10301,20100414,11,EA,9.75,726404750005,10" Green Basket,2301.35
107591,00030,POTest_107591_00030,20100503,5900 JOHN DEERE RD.,MOLINE,IL,61265,10301,20100417,3,EA,7,726404790001,10" Basket White,2301.35
107591,00030,POTest_107591_00030,20100503,5900 JOHN DEERE RD.,MOLINE,IL,61265,10301,20100414,6,EA,7,726404873001,10" Bowl,2301.35
107591,00030,POTest_107591_00030,20100503,5900 JOHN DEERE RD.,MOLINE,IL,61265,10301,20100414,23,EA,2.5,726404902008,6" Vegetable /6ct tray,2301.35
107591,00030,POTest_107591_00030,20100503,5900 JOHN DEERE RD.,MOLINE,IL,61265,10301,20100415,23,EA,8,726404922044,Gallon Per--Lilies/Grasses,2301.35
107591,00030,POTest_107591_00030,20100503,5900 JOHN DEERE RD.,MOLINE,IL,61265,10301,20100414,18,EA,3.25,726404926004,Quart Perennial /10ct tray,2301.35
107591,00030,POTest_107591_00030,20100503,5900 JOHN DEERE RD.,MOLINE,IL,61265,10301,20100415,8,EA,13.2,726404987128,1204 Annual /12ct tray,2301.35
107652,00031,POTest_107652_00031,20100503,7300 E RIVERSIDE BOULEVARD,LOVES PARK,IL,61111-5628,10301,20100415,1,EA,8.15,726404010505,1 Gallon Vine,731.45
107652,00031,POTest_107652_00031,20100503,7300 E RIVERSIDE BOULEVARD,LOVES PARK,IL,61111-5628,10301,20100417,2,EA,6.5,726404010819,Small Fruits--Berries etc.,731.45
