LOWES,BATTLEFIELD FARMS,20150910,20150916,8874299,70044.7,20150811,AD431007Q,012888145,9991000010,970732,,,278.4,278.4,,0000154396,,0000154396
LOWES,BATTLEFIELD FARMS,20150910,20150916,8874299,70044.7,20150810,AD433662Q,012888117,9991000010,970196,,,129.15,129.15,,0000154362,,0000154362
LOWES,BATTLEFIELD FARMS,20150910,20150916,8874299,70044.7,20150810,AD433663Q,012888133,9991000010,971438,,,64.32,64.32,,0000154378,,0000154378
LOWES,BATTLEFIELD FARMS,20150910,20150916,8874299,70044.7,20150811,AD439856Q,012888255,9991000010,970690,,,117.6,117.6,,0000154830,,0000154830
LOWES,BATTLEFIELD FARMS,20150910,20150916,8874299,70044.7,20150907,DM0899DA,,9991000010,43838D,,,-2873.6,-2873.6,,,,
LOWES,BATTLEFIELD FARMS,20150910,20150916,8874299,70044.7,20150908,DM2568DA,,9991000010,45356D,,,-837.93,-837.93,,,,
LOWES,BATTLEFIELD FARMS,20150910,20150916,8874299,70044.7,20150909,DM4078DA,,9991000010,47125D,,,-636.28,-636.28,,,,
LOWES,BATTLEFIELD FARMS,20150910,20150916,8874299,70044.7,20150910,DM5912DA,,9991000010,48813D,,,-631.96,-631.96,,,,
LOWES,BATTLEFIELD FARMS,20150910,20150916,8874299,70044.7,20150730,160238,015720335,9991000010,A38580,,,1005,1005,,,,
LOWES,BATTLEFIELD FARMS,20150910,20150916,8874299,70044.7,20150730,160239,015720336,9991000010,AV6691,,,2464.4,2464.4,,,,
LOWES,BATTLEFIELD FARMS,20150910,20150916,8874299,70044.7,20150730,160241,015720338,9991000010,AV6692,,,1005,1005,,,,
LOWES,BATTLEFIELD FARMS,20150910,20150916,8874299,70044.7,20150730,160242,015720339,9991000010,AV6693,,,1005,1005,,,,
LOWES,BATTLEFIELD FARMS,20150910,20150916,8874299,70044.7,20150730,160243,015720340,9991000010,A38581,,,1352.2,1352.2,,,,
LOWES,BATTLEFIELD FARMS,20150910,20150916,8874299,70044.7,20150730,160244,015720410,9991000010,AV6694,,,1352.2,1352.2,,,,
LOWES,BATTLEFIELD FARMS,20150910,20150916,8874299,70044.7,20150730,160245,015720395,9991000010,A38582,,,1005,1005,,,,
LOWES,BATTLEFIELD FARMS,20150910,20150916,8874299,70044.7,20150730,160246,015720394,9991000010,BB6232,,,1005,1005,,,,
LOWES,BATTLEFIELD FARMS,20150910,20150916,8874299,70044.7,20150730,160247,015720393,9991000010,A38583,,,1005,1005,,,,
LOWES,BATTLEFIELD FARMS,20150910,20150916,8874299,70044.7,20150730,160253,015720391,9991000010,A38584,,,1005,1005,,,,
LOWES,BATTLEFIELD FARMS,20150910,20150916,8874299,70044.7,20150730,160254,015720390,9991000010,A38585,,,1352.2,1352.2,,,,
LOWES,BATTLEFIELD FARMS,20150910,20150916,8874299,70044.7,20150730,160255,015720389,9991000010,A38586,,,1005,1005,,,,
LOWES,BATTLEFIELD FARMS,20150910,20150916,8874299,70044.7,20150730,160256,015720388,9991000010,A38587,,,1352.2,1352.2,,,,
LOWES,BATTLEFIELD FARMS,20150910,20150916,8874299,70044.7,20150730,160257,015720341,9991000010,AV6695,,,1005,1005,,,,
LOWES,BATTLEFIELD FARMS,20150910,20150916,8874299,70044.7,20150730,160258,015720342,9991000010,BB6233,,,1005,1005,,,,
LOWES,BATTLEFIELD FARMS,20150910,20150916,8874299,70044.7,20150730,160260,015720344,9991000010,A38588,,,1005,1005,,,,
LOWES,BATTLEFIELD FARMS,20150910,20150916,8874299,70044.7,20150730,160261,015720345,9991000010,A38589,,,1005,1005,,,,
LOWES,BATTLEFIELD FARMS,20150910,20150916,8874299,70044.7,20150730,160263,015720347,9991000010,AV6696,,,1352.2,1352.2,,,,
LOWES,BATTLEFIELD FARMS,20150910,20150916,8874299,70044.7,20150730,160264,015720348,9991000010,AV6697,,,1005,1005,,,,
LOWES,BATTLEFIELD FARMS,20150910,20150916,8874299,70044.7,20150730,160272,015720349,9991000010,AV6698,,,1005,1005,,,,
LOWES,BATTLEFIELD FARMS,20150910,20150916,8874299,70044.7,20150730,160273,015720350,9991000010,A38590,,,1005,1005,,,,
LOWES,BATTLEFIELD FARMS,20150910,20150916,8874299,70044.7,20150730,160274,015720351,9991000010,AV6699,,,1005,1005,,,,
LOWES,BATTLEFIELD FARMS,20150910,20150916,8874299,70044.7,20150730,160275,015720352,9991000010,AV6700,,,1597.2,1597.2,,,,
LOWES,BATTLEFIELD FARMS,20150910,20150916,8874299,70044.7,20150730,160278,015720354,9991000010,A38591,,,1005,1005,,,,
LOWES,BATTLEFIELD FARMS,20150910,20150916,8874299,70044.7,20150730,160279,015720355,9991000010,A38592,,,1352.2,1352.2,,,,
LOWES,BATTLEFIELD FARMS,20150910,20150916,8874299,70044.7,20150730,160280,015720356,9991000010,A38593,,,1005,1005,,,,
LOWES,BATTLEFIELD FARMS,20150910,20150916,8874299,70044.7,20150730,160281,015720357,9991000010,AV6701,,,1005,1005,,,,
LOWES,BATTLEFIELD FARMS,20150910,20150916,8874299,70044.7,20150730,160282,015720358,9991000010,AV6702,,,1005,1005,,,,
LOWES,BATTLEFIELD FARMS,20150910,20150916,8874299,70044.7,20150730,160283,015720359,9991000010,A38594,,,1005,1005,,,,
LOWES,BATTLEFIELD FARMS,20150910,20150916,8874299,70044.7,20150730,160284,015720360,9991000010,A38595,,,1005,1005,,,,
LOWES,BATTLEFIELD FARMS,20150910,20150916,8874299,70044.7,20150730,160285,015720361,9991000010,C95996,,,1005,1005,,,,
LOWES,BATTLEFIELD FARMS,20150910,20150916,8874299,70044.7,20150730,160286,015720362,9991000010,AV6703,,,1005,1005,,,,
LOWES,BATTLEFIELD FARMS,20150910,20150916,8874299,70044.7,20150730,160287,015720363,9991000010,A38596,,,1325,1325,,,,
LOWES,BATTLEFIELD FARMS,20150910,20150916,8874299,70044.7,20150730,160288,015720364,9991000010,A38597,,,1005,1005,,,,
LOWES,BATTLEFIELD FARMS,20150910,20150916,8874299,70044.7,20150730,160289,015720365,9991000010,AV6704,,,1005,1005,,,,
LOWES,BATTLEFIELD FARMS,20150910,20150916,8874299,70044.7,20150730,160290,015720366,9991000010,A38598,,,1005,1005,,,,
LOWES,BATTLEFIELD FARMS,20150910,20150916,8874299,70044.7,20150730,160293,015720369,9991000010,AV6705,,,1005,1005,,,,
LOWES,BATTLEFIELD FARMS,20150910,20150916,8874299,70044.7,20150730,160294,015720370,9991000010,AV6706,,,1005,1005,,,,
LOWES,BATTLEFIELD FARMS,20150910,20150916,8874299,70044.7,20150730,160295,015720371,9991000010,AV6707,,,1005,1005,,,,
LOWES,BATTLEFIELD FARMS,20150910,20150916,8874299,70044.7,20150730,160296,015720372,9991000010,AV6708,,,1325,1325,,,,
