LOWES,BATTLEFIELD FARMS,20150910,20150916,8874299,70044.7,20150730,160297,015720373,9991000010,AV6709,,,1005,1005,,,,
LOWES,BATTLEFIELD FARMS,20150910,20150916,8874299,70044.7,20150730,160299,015720374,9991000010,AV6710,,,1005,1005,,,,
LOWES,BATTLEFIELD FARMS,20150910,20150916,8874299,70044.7,20150730,160300,015720375,9991000010,A38599,,,1005,1005,,,,
LOWES,BATTLEFIELD FARMS,20150910,20150916,8874299,70044.7,20150730,160301,015720376,9991000010,AV6711,,,1005,1005,,,,
LOWES,BATTLEFIELD FARMS,20150910,20150916,8874299,70044.7,20150730,160302,015720377,9991000010,A38600,,,1005,1005,,,,
LOWES,BATTLEFIELD FARMS,20150910,20150916,8874299,70044.7,20150730,160303,015720378,9991000010,AV6712,,,1005,1005,,,,
LOWES,BATTLEFIELD FARMS,20150910,20150916,8874299,70044.7,20150730,160304,015720379,9991000010,AV6713,,,1005,1005,,,,
LOWES,BATTLEFIELD FARMS,20150910,20150916,8874299,70044.7,20150730,160305,015720380,9991000010,AV6714,,,1005,1005,,,,
LOWES,BATTLEFIELD FARMS,20150910,20150916,8874299,70044.7,20150730,160307,015720381,9991000010,AV6715,,,1005,1005,,,,
LOWES,BATTLEFIELD FARMS,20150910,20150916,8874299,70044.7,20150730,160308,015720382,9991000010,A38601,,,1005,1005,,,,
LOWES,BATTLEFIELD FARMS,20150910,20150916,8874299,70044.7,20150730,160309,015720383,9991000010,AV6716,,,1366,1366,,,,
LOWES,BATTLEFIELD FARMS,20150910,20150916,8874299,70044.7,20150730,160310,015720384,9991000010,A38602,,,1005,1005,,,,
LOWES,BATTLEFIELD FARMS,20150910,20150916,8874299,70044.7,20150730,160311,015720385,9991000010,AV6717,,,1005,1005,,,,
LOWES,BATTLEFIELD FARMS,20150910,20150916,8874299,70044.7,20150730,160312,015720386,9991000010,AV6718,,,1005,1005,,,,
LOWES,BATTLEFIELD FARMS,20150910,20150916,8874299,70044.7,20150730,160323,015720398,9991000010,A38603,,,2112.2,2112.2,,,,
LOWES,BATTLEFIELD FARMS,20150910,20150916,8874299,70044.7,20150730,160325,015720399,9991000010,A38604,,,2806.6,2806.6,,,,
LOWES,BATTLEFIELD FARMS,20150910,20150916,8874299,70044.7,20150730,160328,015720400,9991000010,AV6719,,,2734.4,2734.4,,,,
LOWES,BATTLEFIELD FARMS,20150910,20150916,8874299,70044.7,20150730,160332,015720401,9991000010,AV6720,,,1107.2,1107.2,,,,
LOWES,BATTLEFIELD FARMS,20150910,20150916,8874299,70044.7,20150730,160363,015720402,9991000010,AV6721,,,1932.2,1932.2,,,,
LOWES,BATTLEFIELD FARMS,20150910,20150916,8874299,70044.7,20150730,160453,015720403,9991000010,AV6722,,,1112.2,1112.2,,,,
LOWES,BATTLEFIELD FARMS,20150910,20150916,8874299,70044.7,20150730,160632,015720404,9991000010,AV6723,,,1005,1005,,,,
LOWES,BATTLEFIELD FARMS,20150910,20150916,8874299,70044.7,20150730,160771,015720408,9991000010,AV6724,,,1107.2,1107.2,,,,
LOWES,BATTLEFIELD FARMS,20150910,20150916,8874299,70044.7,20150730,160779,015720409,9991000010,AV6725,,,1112.2,1112.2,,,,
