"ORDER   ","0100","506769","1011529687","                 0","       0","20120409","1016017","831664000453","              6.3"," ","EA","0100"," "," ",,,,,"100","        ","","","","","","","","","","","","","","","","","","","","","","","","","","",
"ORDER   ","1103","506769","1011529688","                 0","       0","20120409","1016017","831664000453","              6.3"," ","EA","1103"," "," ",,,,,"100","        ","","","","","","","","","","","","","","","","","","","","","","","","","","",
"ORDER   ","1112","506769","1011529689","                 0","       0","20120409","1016017","831664000453","              6.3"," ","EA","1112"," "," ",,,,,"100","        ","","","","","","","","","","","","","","","","","","","","","","","","","","",
"ORDER   ","1128","506769","1011529690","                 0","       0","20120409","1016017","831664000453","              6.3"," ","EA","1128"," "," ",,,,,"100","        ","","","","","","","","","","","","","","","","","","","","","","","","","","",
"ORDER   ","1157","506769","1011529691","                 0","       0","20120409","1016017","831664000453","              6.3"," ","EA","1157"," "," ",,,,,"100","        ","","","","","","","","","","","","","","","","","","","","","","","","","","",
"ORDER   ","0117","506769","1011529692","                 0","       0","20120409","1016017","831664000453","              6.3"," ","EA","0117"," "," ",,,,,"100","        ","","","","","","","","","","","","","","","","","","","","","","","","","","",
"ORDER   ","1176","506769","1011529693","                 0","       0","20120409","1016017","831664000453","              6.3"," ","EA","1176"," "," ",,,,,"100","        ","","","","","","","","","","","","","","","","","","","","","","","","","","",
"ORDER   ","1182","506769","1011529694","                 0","       0","20120409","1016017","831664000453","              6.3"," ","EA","1182"," "," ",,,,,"100","        ","","","","","","","","","","","","","","","","","","","","","","","","","","",
"ORDER   ","1212","506769","1011529695","                 0","       0","20120409","1016017","831664000453","              6.3"," ","EA","1212"," "," ",,,,,"100","        ","","","","","","","","","","","","","","","","","","","","","","","","","","",
"ORDER   ","1226","506769","1011529696","                 0","       0","20120409","1016017","831664000453","              6.3"," ","EA","1226"," "," ",,,,,"100","        ","","","","","","","","","","","","","","","","","","","","","","","","","","",
"ORDER   ","1228","506769","1011529697","                 0","       0","20120409","1016017","831664000453","              6.3"," ","EA","1228"," "," ",,,,,"100","        ","","","","","","","","","","","","","","","","","","","","","","","","","","",
"ORDER   ","1243","506769","1011529698","                 0","       0","20120409","1016017","831664000453","              6.3"," ","EA","1243"," "," ",,,,,"100","        ","","","","","","","","","","","","","","","","","","","","","","","","","","",
"ORDER   ","1265","506769","1011529699","                 0","       0","20120409","1016017","831664000453","              6.3"," ","EA","1265"," "," ",,,,,"100","        ","","","","","","","","","","","","","","","","","","","","","","","","","","",
"ORDER   ","1266","506769","1011529700","                 0","       0","20120409","1016017","831664000453","              6.3"," ","EA","1266"," "," ",,,,,"100","        ","","","","","","","","","","","","","","","","","","","","","","","","","","",
"ORDER   ","1271","506769","1011529701","                 0","       0","20120409","1016017","831664000453","              6.3"," ","EA","1271"," "," ",,,,,"100","        ","","","","","","","","","","","","","","","","","","","","","","","","","","",
"ORDER   ","0128","506769","1011529702","                 0","       0","20120409","1016017","831664000453","              6.3"," ","EA","0128"," "," ",,,,,"100","        ","","","","","","","","","","","","","","","","","","","","","","","","","","",
"ORDER   ","1290","506769","1011529703","                 0","       0","20120409","1016017","831664000453","              6.3"," ","EA","1290"," "," ",,,,,"100","        ","","","","","","","","","","","","","","","","","","","","","","","","","","",
"ORDER   ","1296","506769","1011529704","                 0","       0","20120409","1016017","831664000453","              6.3"," ","EA","1296"," "," ",,,,,"100","        ","","","","","","","","","","","","","","","","","","","","","","","","","","",
"ORDER   ","1298","506769","1011529705","                 0","       0","20120409","1016017","831664000453","              6.3"," ","EA","1298"," "," ",,,,,"100","        ","","","","","","","","","","","","","","","","","","","","","","","","","","",
"ORDER   ","1301","506769","1011529706","                 0","       0","20120409","1016017","831664000453","              6.3"," ","EA","1301"," "," ",,,,,"100","        ","","","","","","","","","","","","","","","","","","","","","","","","","","",
"ORDER   ","0132","506769","1011529707","                 0","       0","20120409","1016017","831664000453","              6.3"," ","EA","0132"," "," ",,,,,"100","        ","","","","","","","","","","","","","","","","","","","","","","","","","","",
"ORDER   ","1320","506769","1011529708","                 0","       0","20120409","1016017","831664000453","              6.3"," ","EA","1320"," "," ",,,,,"100","        ","","","","","","","","","","","","","","","","","","","","","","","","","","",
"ORDER   ","1321","506769","1011529709","                 0","       0","20120409","1016017","831664000453","              6.3"," ","EA","1321"," "," ",,,,,"100","        ","","","","","","","","","","","","","","","","","","","","","","","","","","",
"ORDER   ","1337","506769","1011529710","                 0","       0","20120409","1016017","831664000453","              6.3"," ","EA","1337"," "," ",,,,,"100","        ","","","","","","","","","","","","","","","","","","","","","","","","","","",
"ORDER   ","1346","506769","1011529711","                 0","       0","20120409","1016017","831664000453","              6.3"," ","EA","1346"," "," ",,,,,"100","        ","","","","","","","","","","","","","","","","","","","","","","","","","","",
"ORDER   ","0135","506769","1011529712","                 0","       0","20120409","1016017","831664000453","              6.3"," ","EA","0135"," "," ",,,,,"100","        ","","","","","","","","","","","","","","","","","","","","","","","","","","",
"ORDER   ","1368","506769","1011529713","                 0","       0","20120409","1016017","831664000453","              6.3"," ","EA","1368"," "," ",,,,,"100","        ","","","","","","","","","","","","","","","","","","","","","","","","","","",
"ORDER   ","1371","506769","1011529714","                 0","       0","20120409","1016017","831664000453","              6.3"," ","EA","1371"," "," ",,,,,"100","        ","","","","","","","","","","","","","","","","","","","","","","","","","","",
"ORDER   ","0138","506769","1011529715","                 0","       0","20120409","1016017","831664000453","              6.3"," ","EA","0138"," "," ",,,,,"100","        ","","","","","","","","","","","","","","","","","","","","","","","","","","",
"ORDER   ","1387","506769","1011529716","                 0","       0","20120409","1016017","831664000453","              6.3"," ","EA","1387"," "," ",,,,,"100","        ","","","","","","","","","","","","","","","","","","","","","","","","","","",
"ORDER   ","1392","506769","1011529717","                 0","       0","20120409","1016017","831664000453","              6.3"," ","EA","1392"," "," ",,,,,"100","        ","","","","","","","","","","","","","","","","","","","","","","","","","","",
"ORDER   ","1396","506769","1011529718","                 0","       0","20120409","1016017","831664000453","              6.3"," ","EA","1396"," "," ",,,,,"100","        ","","","","","","","","","","","","","","","","","","","","","","","","","","",
"ORDER   ","1429","506769","1011529719","                 0","       0","20120409","1016017","831664000453","              6.3"," ","EA","1429"," "," ",,,,,"100","        ","","","","","","","","","","","","","","","","","","","","","","","","","","",
"ORDER   ","1430","506769","1011529720","                 0","       0","20120409","1016017","831664000453","              6.3"," ","EA","1430"," "," ",,,,,"100","        ","","","","","","","","","","","","","","","","","","","","","","","","","","",
"ORDER   ","1442","506769","1011529721","                 0","       0","20120409","1016017","831664000453","              6.3"," ","EA","1442"," "," ",,,,,"100","        ","","","","","","","","","","","","","","","","","","","","","","","","","","",
"ORDER   ","1460","506769","1011529722","                 0","       0","20120409","1016017","831664000453","              6.3"," ","EA","1460"," "," ",,,,,"100","        ","","","","","","","","","","","","","","","","","","","","","","","","","","",
"ORDER   ","1462","506769","1011530723","                 0","       0","20120409","1016017","831664000453","              6.3"," ","EA","1462"," "," ",,,,,"100","        ","","","","","","","","","","","","","","","","","","","","","","","","","","",
"ORDER   ","1470","506769","1011530724","                 0","       0","20120409","1016017","831664000453","              6.3"," ","EA","1470"," "," ",,,,,"100","        ","","","","","","","","","","","","","","","","","","","","","","","","","","",
"ORDER   ","1492","506769","1011530725","                 0","       0","20120409","1016017","831664000453","              6.3"," ","EA","1492"," "," ",,,,,"100","        ","","","","","","","","","","","","","","","","","","","","","","","","","","",
"ORDER   ","1511","506769","1011530726","                 0","       0","20120409","1016017","831664000453","              6.3"," ","EA","1511"," "," ",,,,,"100","        ","","","","","","","","","","","","","","","","","","","","","","","","","","",
"ORDER   ","1514","506769","1011530727","                 0","       0","20120409","1016017","831664000453","              6.3"," ","EA","1514"," "," ",,,,,"100","        ","","","","","","","","","","","","","","","","","","","","","","","","","","",
"ORDER   ","1516","506769","1011530728","                 0","       0","20120409","1016017","831664000453","              6.3"," ","EA","1516"," "," ",,,,,"100","        ","","","","","","","","","","","","","","","","","","","","","","","","","","",
