0078742021546|20120101|20120101||005602090|738604650009|1|EA| 
0078742022734|20120101|20120101||005602090|738604650009|1|EA| 
0078742024219|20120101|20120101||005602090|738604650009|1|EA| 
0078742025230|20120101|20120101||005602090|738604650009|3|EA| 
0078742025612|20120101|20120101||005602090|738604650009|6|EA| 
0078742040172|20120101|20120101||005602090|738604650009|1|EA| 
0078742040288|20120101|20120101||005602090|738604650009|-2|EA| 
0078742047485|20120101|20120101||005602090|738604650009|3|EA| 
0078742021546|20120101|20120101||005602090|738604650009|2|EA| 
0078742022734|20120101|20120101||005602090|738604650009|2|EA| 
0078742024219|20120101|20120101||005602090|738604650009|2|EA| 
0078742025230|20120101|20120101||005602090|738604650009|5|EA| 
0078742025612|20120101|20120101||005602090|738604650009|10|EA| 
0078742040172|20120101|20120101||005602090|738604650009|2|EA| 
0078742040288|20120101|20120101||005602090|738604650009|-7|EA| 
0078742047485|20120101|20120101||005602090|738604650009|5|EA| 
0078742022741|20120101|20120101||005606510|738604653253|1|EA| 
0078742022741|20120101|20120101||005606510|738604653253|2|EA| 
0078742021249|20120101|20120101||005624532|738604653413|1|EA| 
0078742021249|20120101|20120101||005624532|738604653413|8|EA| 
0078742022741|20120101|20120101||005684987|738604653468|2|EA| 
0078742022741|20120101|20120101||005684987|738604653468|8|EA| 
0078742019383|20120101|20120101||005695524|738604653444|1|EA| 
0078742022741|20120101|20120101||005695524|738604653444|1|EA| 
0078742019383|20120101|20120101||005695524|738604653444|4|EA| 
0078742022741|20120101|20120101||005695524|738604653444|6|EA| 
0078742025230|20120101|20120101||005698604|738604665003|1|EA| 
0078742060392|20120101|20120101||005698604|738604665003|6|EA| 
0078742025230|20120101|20120101||005698604|738604665003|5|EA| 
0078742060392|20120101|20120101||005698604|738604665003|12|EA| 
